1   3,32000000000000000000
2   1,88333333333333333333
3   1,33000000000000000000
4   1,05333333333333333333
5   0,89000000000000000000
6   0,79000000000000000000
7   0,72333333333333333333
8   0,69333333333333333333
9   0,67000000000000000000
10  0,67333333333333333333
11  0,68000000000000000000
12  0,66000000000000000000
