1 ,93149284253578732106
2 1,85162601626016260162
3 2,71130952380952380951
4 3,42481203007518796994
5 4,12217194570135746609
6 4,53233830845771144277
7 5,20571428571428571430
8 5,91558441558441558444
9 6,19727891156462585032
10 6,90151515151515151513
11 7,72033898305084745767
12 8,35779816513761467895
