1 0,93054136874361593462
2 1,84040404040404040403
3 2,73573573573573573572
4 3,55859375000000000000
5 4,25700934579439252337
6 5,08938547486033519557
7 5,69375000000000000002
8 6,60144927536231884056
9 7,06201550387596899223
10 8,06194690265486725676
11 8,28181818181818181831
12 8,93137254901960784311
