1 3,26333333333333333333
2 1,65000000000000000000
3 1,11000000000000000000
4 0,85333333333333333333
5 0,71333333333333333333
6 0,59666666666666666666
7 0,53333333333333333333
8 0,46000000000000000000
9 0,43000000000000000000
10 0,37666666666666666666
11 0,36666666666666666666
12 0,34000000000000000000
