1 3,26333333333333333333
2 1,64333333333333333333
3 1,10666666666666666666
4 0,84333333333333333333
5 0,70000000000000000000
6 0,59000000000000000000
7 0,52000000000000000000
8 0,45333333333333333333
9 0,42000000000000000000
10 0,38333333333333333333
11 0,36666666666666666666
12 0,33000000000000000000
